FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
F192	3-CG-232T2	0.1705141	-0.2474641	0.07374202	0.03355969	0.01411089	0.0426651	-0.004944887	0.002440675	-0.00269602	-0.01081634
F193	3CG-002	0.0846285	-0.007119487	0.0348918	-0.005096129	-0.01786973	0.05892389	-0.009744193	0.02202869	-0.005938868	-0.01769365
F194	3CG-003	0.1797084	-0.2280208	0.0720041	0.0330139	-0.005421145	0.05018834	0.0005632239	0.004658894	0.01912618	0.01560149
F195	3CG-004	0.1772124	-0.2476637	0.07400949	0.04123443	0.009503807	0.04881242	0.0111448	0.001993068	0.01381019	-0.03678648
F196	3CG-008	0.1311653	-0.1624336	0.06163854	0.02677413	-0.002975692	0.03784502	0.007304892	0.02380983	-0.001414349	0.01203948
F197	3CG-010	0.1438634	-0.1914097	0.08486722	0.02733847	-0.006313885	0.06439267	-0.003779881	0.01290326	0.01230962	-0.00938473
F198	3CG-011	0.1890298	-0.2643261	0.08020172	0.03967154	0.007681429	0.04820105	-0.01949453	-0.01290481	0.002407095	-0.04773592
F199	3CG-017	0.1473477	-0.208889	0.07441458	0.03629257	0.005537979	0.05376114	0.003838519	0.01324283	0.01142048	-0.01899325
F200	3CG-018	0.1746233	-0.2435584	0.07586835	0.04186448	0.01298265	0.03839498	-0.0009055295	0.002297029	-0.005010626	-0.02645036
F201	3CG-019	0.168522	-0.2202217	0.08108297	0.03485136	0.006826047	0.03428317	-0.003991367	-0.002458451	0.006510509	-0.009699316
F202	3CG-022	0.1117687	-0.1752249	0.06765763	0.02991267	0.01608679	0.05081899	0.01645584	0.001691275	0.01162016	-0.02389377
F203	3CG-024	0.09572991	-0.0822303	0.04597669	0.0158037	-0.006654177	0.0545476	-0.005516872	0.02494812	0.01590176	-0.00808775
F204	3CG-025	0.1912398	-0.2658955	0.08836628	0.0420262	-0.004269748	0.05889068	0.01016538	0.0007999914	0.01699303	-0.01353032
F205	3CG-027	0.1159937	-0.1113827	0.0509604	0.01078931	-0.005885187	0.06492713	0.007478845	0.02120138	0.008581679	-0.005386885
F206	3CG-028	0.07277599	-0.01394317	0.03627374	0.007396166	-0.003540969	0.04937854	-0.01192866	0.01415347	-0.008200361	0.004900936
F207	3CG-029	0.0652759	-0.04083229	0.03296514	0.01971905	0.01128722	0.04734984	0.007871238	0.0289034	0.0105284	-0.002850606
F208	3CG-030	0.1550904	-0.1884365	0.06736874	0.02590129	0.007840046	0.03962717	0.0005111738	-0.001113398	0.009332738	-0.01357666
F209	3CG-031	0.09392763	-0.0335225	0.04777766	0.003632272	-0.01439522	0.04357027	0.003618124	0.02627154	0.00040065	-0.01072453
F210	3CG-032	0.1566744	-0.1863653	0.06888269	0.0266613	0.005763248	0.04650721	0.004922525	-3.150489e-05	0.002451007	-0.008560878
F211	3CG-034	0.1582304	-0.1664021	0.06230659	0.03592306	0.0006673882	0.05892593	-0.004123872	0.01066987	0.007170631	-0.007242176
F212	3CG-035	0.1603979	-0.2155075	0.08759224	0.02718316	0.005043745	0.04549721	0.0008062941	0.005129784	0.005573146	-0.02310986
F213	3CG-036	0.09981244	-0.0816434	0.05183673	0.01147105	-0.01003483	0.05818845	-0.006277999	0.02699238	0.008981533	-0.009842192
F214	3CG-038	0.08787853	-0.05224594	0.04167825	-0.0002140558	-0.003156551	0.04620241	-0.000915314	0.01141749	-0.007441608	-0.005212618
F215	3CG-039	0.08796472	-0.09184334	0.04718597	0.02296162	-0.001182044	0.04685066	0.01122422	0.01567387	0.01444319	-0.01983995
F216	3CG-040	0.1569975	-0.1850835	0.06252694	0.02337643	0.000298068	0.0537111	-0.009534568	0.01302926	0.02207297	0.005008777
F217	3CG-041	0.1601844	-0.2051136	0.07182799	0.0357263	0.01055064	0.04562401	0.0003862944	0.01261284	-0.005063164	-0.02866647
F218	3CG-043	0.1058669	-0.1084308	0.05076471	0.02650595	-0.0002153614	0.0473209	-0.0007719818	0.02323962	0.003366017	-0.0009822724
F219	3CG-044	0.1771234	-0.2032038	0.06755238	0.01999594	0.00958126	0.05084516	-0.002203932	-0.004210095	0.01271978	-0.02579169
F220	3CG-045	0.1051654	-0.05534811	0.05179981	0.01055215	-0.01930364	0.04088054	0.007292831	0.02361046	0.0001734572	-0.0227782
F221	3CG-048	0.1357975	-0.1307628	0.06584658	0.01983828	-0.005718471	0.04166633	-0.002719401	0.01363976	0.004097928	-0.008889065
F222	3CG-049	0.06514019	-0.04184193	0.0461996	0.001802346	-0.0004277126	0.0398506	-0.009380666	0.01588343	0.002252262	-0.009357848
F223	3CG-050	0.1145561	-0.05404132	0.04699076	0.008223092	-0.01162628	0.04011065	0.001690346	0.01917858	0.01299842	-0.006481954
F224	3CG-051	-0.0008028951	-0.01222089	0.02436838	0.006311277	0.0350576	0.03278952	-0.006192452	0.02613356	0.0003197807	-0.008377817
F225	3CG-053	0.06635995	0.01075315	0.03779125	-0.001248748	-0.01847762	0.04282788	-0.001505666	0.01587719	0.005635824	-0.01161256
F226	3CG-054	0.09732628	-0.05209318	0.05041312	0.00756475	-0.002627341	0.06044832	0.002878653	0.0329717	0.01653529	-0.01115956
F227	3CG-055	0.1139951	-0.08479239	0.04196322	0.0189662	-0.01871507	0.04868691	0.002767027	-0.002571576	0.008588175	-0.007280273
F228	3CG-057	0.1287437	-0.1620573	0.05867311	0.02705375	0.009914669	0.04092592	0.0002729135	0.01143698	0.002617154	-0.00908632
F229	3CG-058	0.1056314	-0.08315852	0.04982856	0.01205709	0.003474436	0.04150373	0.001832096	0.03356004	-0.005439947	-0.007918034
F230	3CG-059	0.05017325	0.03223558	0.02626078	-0.01251236	-0.003004384	0.03656622	0.001888944	0.04043432	-0.006467004	0.009755522
F231	3CG-060	0.09591682	-0.09015619	0.05298094	0.01468264	0.01753924	0.03206145	-0.001049827	0.008279376	0.01102151	-0.001762925
F232	3CG-061	0.08363313	-0.04600345	0.04347778	0.004620554	-0.005503874	0.05338052	-0.01222919	0.02103817	0.004572104	0.00411185
F233	3CG-062	0.1196197	-0.1341711	0.05975271	0.01652656	0.01587991	0.0489023	0.003649642	0.003941559	0.01675002	-0.001189098
F234	3CG-063	0.06405174	-0.002432814	0.03347947	-0.004405625	-0.002477554	0.04319081	-0.002853914	0.017997	-0.01654613	-0.01992953
F235	3CG-064	0.1014077	-0.05628597	0.04064784	0.002729357	0.0004589104	0.05935851	0.007091175	0.02871463	0.002219214	-0.01331446
F236	3CG-067	0.1115184	-0.1488012	0.04597823	0.03142776	0.002584129	0.05218363	-0.00131199	0.01460058	0.008943831	0.003056913
F237	3CG-068	0.07919907	-0.06400898	0.03484551	0.01668908	0.01268106	0.04507421	0.01393325	0.02382205	-0.002613219	0.006516425
F238	3CG-069	0.05093134	-0.02496416	0.04280294	0.01149188	0.005873735	0.04222734	0.005143615	0.01765129	-0.01644768	-0.01641612
F239	3CG-070	0.1070764	-0.110295	0.05032117	0.008287562	0.005616011	0.05121851	0.01832832	0.01204016	0.0120582	0.004174861
F240	3CG-071	0.09585131	-0.09168349	0.04671524	0.0240226	0.01709153	0.0414166	-0.004143953	0.02118701	-0.01556324	-0.005762148
F241	3CG-072	0.1601901	-0.1871815	0.07218206	0.02786255	0.009114871	0.03713239	0.001617921	0.002780392	-0.003523211	-0.009360239
F242	3CG-073	0.06914979	-0.09804799	0.05591903	0.01843302	0.01762619	0.04984924	-0.009152647	0.02013321	0.01820838	-0.001631297
F243	3CG-074	0.04869914	0.01478453	0.03552992	0.004292519	0.00509023	0.06262482	-0.008693488	0.03014659	0.008579714	-0.004267684
F244	3CG-076	0.06232925	0.02678554	0.008625191	-0.009051903	-0.01748282	0.03573935	0.004044118	0.02910019	0.01968711	-0.01129965
F245	3CG-077	0.09851978	-0.07705843	0.05057246	0.01273128	-0.0009086991	0.03852508	0.0009073444	0.0148305	0.009748143	-0.03447735
F246	3CG-078	0.06098678	-0.01017023	0.03595154	0.00227106	-0.008466204	0.04952333	-0.003375679	0.02928603	0.01564691	-0.01324892
F247	3CG-079	0.09725558	-0.04581396	0.03427304	-0.005127327	-0.004201495	0.03539637	0.01282565	0.02457294	-0.005716736	-0.0005902817
F248	3CG-080	0.1243173	-0.1499841	0.05288458	0.02757239	-0.0003008636	0.05865535	-0.006260109	0.007634932	0.01681982	-0.001945565
F249	3CG-083	0.1564724	-0.1857247	0.06908827	0.02599188	-0.004789976	0.06340202	-0.003117196	-0.0001245997	0.007740557	-0.01820773
F250	3CG-084	0.08298891	-0.05030976	0.04974042	0.01249326	-0.0002699716	0.06327338	0.002381198	0.02318881	0.0115049	-0.01013169
F251	3CG-085	0.07417709	-0.04179188	0.04232575	0.003772415	0.003309868	0.06142314	0.006857414	0.01880916	-0.009873058	-0.02684803
F252	3CG-086	0.08551707	0.02341099	0.02848129	-0.007532464	-0.01949927	0.04846843	-0.002123416	0.02678778	-0.007377046	0.0001110942
F253	3CG-087	0.07644274	-0.0391332	0.05303081	-7.033718e-05	0.003979468	0.03385537	-0.001894199	0.02030988	0.0005241959	-0.0135519
F254	3CG-089	0.098176	-0.06733202	0.05171655	0.01748833	0.009333274	0.0482932	0.01113115	0.01508605	-0.011521	-0.007335981
F255	3CG-091	0.1165506	-0.1044714	0.04824566	0.009230459	-0.006013429	0.04545118	-0.002356217	0.008656947	0.01174948	-0.02459036
F256	3CG-093	0.1694174	-0.2485238	0.09069736	0.03503306	0.001707259	0.0361717	-0.0007618881	-0.01398808	-0.002329145	-0.05329975
F257	3CG-094	0.1382762	-0.1408923	0.05765655	0.006959726	0.002484951	0.03996751	0.0005833421	0.008656333	-0.01672128	-0.01834975
F258	3CG-095	0.0859429	-0.02513744	0.04365173	0.003641181	-0.005371647	0.04437615	-0.01180965	0.01907054	0.002317708	-0.007254264
F259	3CG-097	0.119892	-0.1236837	0.04112173	0.03115417	0.005020204	0.04669186	0.005147518	0.02561597	0.01290881	-0.00346247
F260	3CG-098	0.08814195	-0.06993457	0.05056212	0.01597055	0.00240797	0.06500025	0.007533758	0.0183789	-0.0001595104	-0.002153209
F261	3CG-099	0.1118308	-0.07471111	0.04291922	0.01934434	-0.002658761	0.06438017	-0.01004726	0.03319469	-0.01124815	0.001118842
F262	3CG-100	0.09986833	-0.1111777	0.05445771	0.01651131	0.005624913	0.04292897	-0.0017692	0.01079032	0.006507152	0.00215896
F263	3CG-101	0.1228185	-0.1040186	0.0419453	0.0156704	0.006847118	0.05608955	0.005707034	0.001607336	-0.009789767	0.004339494
F264	3CG-102	0.175671	-0.2423515	0.09125402	0.0368781	0.006199725	0.05994335	0.002426507	0.008119039	0.0111543	-0.02043771
F265	3CG-103	0.08532175	-0.04552394	0.04841473	0.01760858	-0.02692057	0.04910521	-0.006595174	0.02083152	-0.003341216	-0.01292864
F266	3CG-104	0.07162546	-0.04093457	0.04418986	-0.0009897648	-0.01130703	0.05651316	0.005034295	0.02006309	-0.002791031	-0.002264061
F267	3CG-105	0.08250214	0.01216297	0.03699424	-0.005579657	-0.01395664	0.04822255	3.93382e-05	0.0218514	-0.02446321	0.00026683
F268	3CG-106	0.1189137	-0.0679979	0.0568814	0.0004228956	-0.003653542	0.05285233	-0.003530418	0.006364225	-0.003580452	-0.01334782
F269	3CG-107	0.09253183	-0.04834835	0.03906408	0.003720504	-0.01394727	0.03468954	0.008837264	0.01780487	-0.005171343	0.003999327
F270	3CG-108	0.1083636	-0.06223431	0.06005394	-0.002549569	-0.01846722	0.03877055	0.002504623	0.02465337	0.004801501	-0.02005585
F271	3CG-109	0.1018092	-0.0834174	0.04232527	0.00150234	0.007707163	0.03202277	0.01510878	0.01567909	-0.01341103	-0.003241674
F272	3CG-110	0.1175791	-0.09473595	0.05668026	0.02092548	-0.0102251	0.05473909	0.007677045	0.01756368	-0.008250239	-0.02426694
F273	3CG-111	0.05811797	-0.02416107	0.03911833	0.01189061	-0.002982255	0.05156494	0.003624047	0.01305987	-0.01168027	0.009357894
F274	3CG-112	0.0940386	-0.079304	0.04372615	0.008589715	-0.006105256	0.03336781	0.008543227	0.02681322	0.009807026	-0.006486471
F275	3CG-113	0.0920394	-0.1081915	0.04960761	0.01478732	0.007845355	0.0487413	0.006004583	0.01873731	0.01534048	-0.01136721
F276	3CG-114	0.0828161	-0.02774886	0.02623227	-0.0003664752	-0.01573317	0.04568354	0.005541553	0.01935074	-0.0177514	0.009193023
F277	3CG-115	0.1232188	-0.1530519	0.05830056	0.01725701	-0.002321621	0.04750628	0.0108487	0.003762212	0.01525821	-0.01176491
F278	3CG-116	0.03664404	0.002723727	0.01379933	0.007089752	0.003176549	0.03153176	0.01119529	0.0128443	-0.01644167	-0.004590837
F279	3CG-119	0.07728568	-0.04616494	0.04150159	0.005762636	0.004441635	0.04571707	0.001104933	0.01862082	0.0255582	0.01221676
F280	3CG-120	0.1600626	-0.2168922	0.0808348	0.02797361	0.008007507	0.06984043	0.002704225	0.01576863	-0.003680633	-0.007992855
F281	3CG-125	0.1174823	-0.1239052	0.05813337	0.02643895	0.004267935	0.02811438	-0.001304273	0.01962401	-0.0008752453	-0.006951467
F282	3CG-126	0.1374852	-0.1007736	0.0513981	0.02129973	-0.01085789	0.05556701	0.004270287	-0.0006566637	-0.004715748	-0.008959406
F283	3CG-128	0.06058332	-0.03283186	0.03394526	0.004171916	-0.003188765	0.04748089	0.005508986	0.03177657	0.02443019	0.001973936
F284	3CG-132	0.09986331	-0.04658413	0.04224585	0.01473056	-0.01419655	0.06594902	0.01263259	0.0292699	0.008517078	-0.01893833
F285	3CG-133	0.09061934	-0.09106471	0.05712341	0.012666	0.00523273	0.05715358	-0.009589997	0.007670255	0.01486622	0.00188323
F286	3CG-135	0.1348915	-0.08990484	0.05946989	0.02301414	-0.01513978	0.04420674	0.008871357	0.0126246	0.007843157	-0.02241769
F287	3CG-136	0.1330986	-0.180938	0.06567158	0.03323709	0.00867347	0.04142104	-0.009056857	-0.008230421	0.02423216	-0.03251902
F288	3CG-137	0.05068061	-0.01404283	0.0346324	-0.007142715	0.01265574	0.05725643	0.003996322	0.0242578	0.006949795	-0.007259766
F289	3CG-138	0.1508228	-0.1507892	0.06223242	0.03292015	-0.0002339104	0.06055692	-0.01245216	0.01733243	0.006073503	-0.01293501
F290	3CG-141	0.03383578	0.08677226	0.008068968	-0.02670482	-0.01191205	0.03160588	0.0005994604	0.02546108	-0.02234511	-0.02213384
F291	3CG-144	0.1096097	-0.1311034	0.0604614	0.02003994	-0.001299309	0.05570242	0.01349575	0.01190946	0.01050847	-0.005300834
F292	3CG-146	-0.06544198	-0.05201438	0.02382707	0.03109841	0.07924825	0.0316089	-0.0108828	0.0140712	-0.000704813	-0.03300676
F293	3CG-147	0.1161625	-0.09792895	0.05592795	0.02669967	-0.01313389	0.03563616	-0.0006156282	0.008504565	-0.00396147	-0.0341483
F294	3CG-148	0.08757136	-0.04780025	0.04226963	0.01766863	0.0008287326	0.06067371	0.01846024	0.01933675	-4.09492e-05	-0.008094642
F295	3CG-149	0.1088794	-0.05404361	0.0528726	0.001619324	-0.01673101	0.02783575	0.008341149	0.00599719	-0.006359103	-0.01657587
F296	3CG-150	0.07193674	-0.05200468	0.05219738	-0.002360121	-0.0008375868	0.03347659	0.008473498	0.02655577	-0.006061973	-0.01591863
F297	3CG-151	0.05987658	-0.1183142	0.0558239	0.02184633	0.03471157	0.001256024	-0.005571202	-0.01205476	-0.01676855	-0.0212538
F298	3CG-152	0.181221	-0.2442325	0.07791582	0.03750637	0.005856365	0.05519518	0.009788293	0.0009188673	0.001691856	-0.00355102
F299	3CG-153	0.1758023	-0.241528	0.07253339	0.03375143	0.01174179	0.05766046	-0.00729161	0.004516218	0.01172127	-0.01800721
F300	3CG-154	0.1076995	-0.07127866	0.05850548	0.005409763	-0.01588012	0.0487518	-0.003343463	0.01905989	-0.01065037	-0.01973335
F301	3CG-155	0.1624948	-0.1828341	0.0814741	0.03436602	-0.008628188	0.04742484	-0.001271393	0.0122673	0.01131689	-0.01170458
F302	3CG-156	0.1853975	-0.2597053	0.07790332	0.03603808	0.01307651	0.04279427	0.005746397	0.0008625345	0.0258093	0.0007171882
F303	3CG-157	0.1463023	-0.1795803	0.05693477	0.03260397	0.01235005	0.05489089	0.005448187	-0.002376875	0.00412729	-0.001127865
F304	3CG-158	0.1352581	-0.1493101	0.05585356	0.03235615	-0.005719814	0.04164446	0.005400495	-0.004669323	-0.01067156	-0.01736494
F305	3CG-159	0.07650276	0.005360229	0.0424389	-0.005701081	-0.0122462	0.03789943	-0.005016576	0.01635835	0.006158046	-0.01200147
F306	3CG-160	0.1701455	-0.2140279	0.06110148	0.03162112	0.001059635	0.06096812	0.00489932	0.007160057	0.02431344	-0.04217095
F307	3CG-161	0.1312348	-0.1473322	0.04736003	0.02792783	0.001652938	0.06073022	-0.008381064	0.0166448	-0.009325343	-0.008634874
F308	3CG-162	0.1028125	-0.09620462	0.05892606	0.01143444	0.0008240501	0.05377804	-0.006198095	0.003014775	0.008696223	-0.01911546
F309	3CG-163	0.135761	-0.1551537	0.06134463	0.01721073	-0.000105658	0.04947465	-0.001457696	0.01843452	-0.01330115	-0.0295947
F310	3CG-164	0.06751206	-0.0008135198	0.02374515	-0.006710885	-0.007434263	0.03493258	-0.007445981	0.02228249	-0.007029639	-0.001495688
F311	3CG-165	0.05744757	0.07710792	0.0288125	-0.01377842	-0.008528035	0.03691924	0.0005210529	0.02829337	-0.01282025	-0.003238208
F312	3CG-166	0.1481299	-0.1697036	0.06179386	0.01231136	0.0169408	0.007082457	-0.0001227104	0.006589887	-0.02369406	-0.01405738
F313	3CG-167	0.1017901	-0.1097514	0.04723313	0.006170034	0.01145753	0.04756744	0.003209136	0.03586995	0.003760525	0.01274688
F314	3CG-168	0.07427923	0.0138132	0.02434962	-0.01438099	-0.01003535	0.03585529	-0.006516738	0.0225909	0.00727598	0.009351259
F315	3CG-169	0.1239323	-0.1356636	0.05547319	0.02682782	0.003541716	0.05872655	0.00638346	0.002807421	-0.008270991	-0.006874895
F316	3CG-171	0.1926777	-0.2649594	0.08354193	0.04388028	-0.004845539	0.04839128	-0.005045442	-0.0008563827	0.04067813	-0.02744398
F317	3CG-172	0.1188899	-0.1207008	0.04726448	0.005525432	0.008835122	0.05045407	-0.01478749	0.02481779	0.01518844	-0.01100259
F318	3CG-173	0.1484546	-0.1680475	0.06150514	0.02588487	0.005040985	0.06730116	0.002079474	0.02115115	-0.001107308	-0.02364429
F319	3CG-174	0.1091271	-0.09277543	0.04981693	0.02381578	-0.006144488	0.06849201	0.009128077	0.02349708	0.008478134	0.004993619
F320	3CG-175	0.09149286	-0.04812483	0.04500276	0.01217808	0.00108329	0.05676313	0.01493029	0.01452647	0.002025196	-0.009054384
F321	3CG-176	0.08246061	-0.05461132	-0.05407178	-0.005951442	0.01222674	0.05821221	-0.00974907	0.004099555	-0.01101672	-0.01198502
F322	3CG-177	0.1422153	-0.2266488	0.06758045	0.04047471	0.01237485	0.05413123	-0.01229265	0.01530696	0.02647534	-0.008199649
F323	3CG-178	0.07729686	-0.007997045	0.04036379	-0.001450148	-0.01195197	0.04533964	-0.00114661	0.0214806	0.0140639	0.002873453
F324	3CG-179	0.09682075	-0.04970638	0.0325838	0.00608054	-0.01572751	0.03034062	0.002382407	0.009206157	0.00284502	-0.006472534
F325	3CG-180	0.1256905	-0.1458873	0.06306691	0.03196019	0.008545035	0.05972788	-0.009574342	0.02317835	0.004113792	0.007440559
F326	3CG-182	0.07963731	-0.0331627	0.05019679	0.00177307	-0.006687398	0.04433469	0.002056688	0.017196	0.003817296	-0.0110793
F327	3CG-183	0.0743726	0.01737091	0.02384366	-0.01181626	-0.02227107	0.03826724	-0.009373583	0.01918267	-0.03085131	-0.003094739
F328	3CG-185	0.03874126	0.07318846	0.02341242	-0.01833358	-0.01262351	0.04340003	0.003750444	0.03811041	-0.002638256	-0.001244662
F329	3CG-186	0.113415	-0.1021502	0.04355477	0.01959261	-0.001276405	0.04467073	0.008689796	0.0130227	-0.004037967	-0.01281425
F330	3CG-188	0.147262	-0.1862292	0.06781052	0.03993449	0.00510459	0.05768744	-0.001874054	0.005292804	0.002146852	-0.02300344
F331	3CM-001	-0.01291191	-0.1049627	0.03162656	0.0381012	0.06062744	0.02196285	0.004926052	0.01686357	-0.0006936706	0.003460332
F332	3CM-002	0.1377037	-0.1355519	0.05775079	0.01220977	-0.009500911	0.04648704	0.008607152	0.01304707	-0.008752225	0.009025497
F333	3CM-003	0.03186131	-0.0276668	0.03541568	-0.006496643	0.0250296	0.0474595	-0.001434828	0.01466602	0.007178947	-0.02109917
F334	3CM-004	0.01948693	0.1450781	0.02298563	-0.02697305	-0.02389582	0.0514626	0.01149539	0.03715224	-0.01535928	0.001716463
F335	3CM-005	0.1001446	-0.03429259	0.04539158	0.01580691	-0.01886991	0.05878538	0.008633943	0.002523671	0.01260027	-0.006762284
F336	3CM-007	0.06734033	0.03144498	0.03618782	-0.00260288	-0.02268511	0.04249837	-0.0006411824	0.01502043	-0.01195489	-0.002237012
F337	3CM-009	-0.07932756	-0.03553999	0.02757292	0.01865634	0.07174011	0.01215682	0.01153252	0.02788877	-0.009022654	0.003189458
F338	3CM-010	0.09520439	-0.07798842	0.04282564	0.01222181	-0.001176287	0.05829145	-0.005757293	0.02156814	0.006602465	-0.005322954
F339	3CM-011	0.09279834	-0.1018496	0.06342868	0.02342799	0.003775318	0.03723617	0.01041509	0.01425827	-0.003331932	-0.0150946
F340	3CM-012	0.1006958	-0.04794442	0.04826481	-0.001714738	-0.01746831	0.0601384	-0.007017962	0.02587437	0.003924952	-0.006387416
F341	3CM-014	0.05064801	0.03395997	0.02890421	-0.001538171	-0.00658448	0.03556986	0.002327691	0.02997168	-0.002776082	0.005412556
F342	3CM-015	0.1679414	-0.244329	0.05910992	0.05503109	0.007410292	0.04384475	0.006307842	-0.003285194	0.0008831374	-0.006932265
F343	3CM-017	0.07626399	-0.002636599	0.04033766	-0.001200581	-0.01604419	0.04213384	0.006550428	0.02401436	-0.009827129	-0.009201349
F344	3CM-018	0.09439782	-0.06165136	0.04121098	0.0107015	0.004342182	0.05243172	0.01081961	0.009047661	0.005223513	0.00461324
F345	3CM-019	0.09515992	-0.07485452	0.0449321	0.01120248	0.004676699	0.06243978	0.007770888	0.01149769	0.01667927	-0.0102534
F346	3CM-020	0.04001261	0.03558366	0.02656957	-0.006845133	-0.01986374	0.0471125	0.001202144	0.01355991	-0.006873492	0.01005008
F347	3CM-022	0.1856894	-0.227932	0.0822884	0.03879469	0.0003305954	0.05180103	0.005044171	0.005550723	0.02183972	-0.001742844
F348	3CM-023	0.07513698	-0.07725461	0.04647766	0.003956028	-0.004547541	0.03967862	-0.01094422	0.02276847	0.001949314	-0.02169874
F349	3CM-024	0.1464317	-0.148855	0.06549899	0.02388628	-0.0006590746	0.02937924	-8.778686e-05	-0.003471877	0.008947714	-0.004423706
F350	3CM-025	0.1413981	-0.1560857	0.08293983	0.01882713	-0.0024715	0.038512	0.01433799	-0.001387644	0.007831669	-0.02475207
F351	3CM-026	0.1123532	-0.1362274	0.06570995	0.02503557	0.01242883	0.06028472	-0.003263923	0.01007629	-0.004382047	-0.02293807
F352	3CM-028	0.06942115	-0.03261073	0.05058594	-0.003888679	-0.003328854	0.04995331	-0.005177038	0.0134835	0.001858734	-0.0007045545
